GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
est72012sex2_age55,Population Estimate (as of July 1) - 2012 - Female; Total - 55
est72013sex0_age55,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 55
est72013sex1_age55,Population Estimate (as of July 1) - 2013 - Male; Total - 55
est72013sex2_age55,Population Estimate (as of July 1) - 2013 - Female; Total - 55
est72014sex0_age55,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 55
est72014sex1_age55,Population Estimate (as of July 1) - 2014 - Male; Total - 55
est72014sex2_age55,Population Estimate (as of July 1) - 2014 - Female; Total - 55
est72015sex0_age55,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 55
est72015sex1_age55,Population Estimate (as of July 1) - 2015 - Male; Total - 55
est72015sex2_age55,Population Estimate (as of July 1) - 2015 - Female; Total - 55
est72016sex0_age55,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 55
est72016sex1_age55,Population Estimate (as of July 1) - 2016 - Male; Total - 55
est72016sex2_age55,Population Estimate (as of July 1) - 2016 - Female; Total - 55
est72017sex0_age55,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 55
est72017sex1_age55,Population Estimate (as of July 1) - 2017 - Male; Total - 55
est72017sex2_age55,Population Estimate (as of July 1) - 2017 - Female; Total - 55
est72018sex0_age55,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 55
est72018sex1_age55,Population Estimate (as of July 1) - 2018 - Male; Total - 55
est72018sex2_age55,Population Estimate (as of July 1) - 2018 - Female; Total - 55
cen42010sex0_age56,"April 1, 2010 - Census - Both Sexes; Total - 56"
cen42010sex1_age56,"April 1, 2010 - Census - Male; Total - 56"
cen42010sex2_age56,"April 1, 2010 - Census - Female; Total - 56"
est42010sex0_age56,"April 1, 2010 - Estimates Base - Both Sexes; Total - 56"
est42010sex1_age56,"April 1, 2010 - Estimates Base - Male; Total - 56"
est42010sex2_age56,"April 1, 2010 - Estimates Base - Female; Total - 56"
est72010sex0_age56,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 56
est72010sex1_age56,Population Estimate (as of July 1) - 2010 - Male; Total - 56
est72010sex2_age56,Population Estimate (as of July 1) - 2010 - Female; Total - 56
est72011sex0_age56,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 56
est72011sex1_age56,Population Estimate (as of July 1) - 2011 - Male; Total - 56
est72011sex2_age56,Population Estimate (as of July 1) - 2011 - Female; Total - 56
est72012sex0_age56,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 56
est72012sex1_age56,Population Estimate (as of July 1) - 2012 - Male; Total - 56
est72012sex2_age56,Population Estimate (as of July 1) - 2012 - Female; Total - 56
est72013sex0_age56,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 56
est72013sex1_age56,Population Estimate (as of July 1) - 2013 - Male; Total - 56
est72013sex2_age56,Population Estimate (as of July 1) - 2013 - Female; Total - 56
est72014sex0_age56,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 56
est72014sex1_age56,Population Estimate (as of July 1) - 2014 - Male; Total - 56
est72014sex2_age56,Population Estimate (as of July 1) - 2014 - Female; Total - 56
est72015sex0_age56,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 56
est72015sex1_age56,Population Estimate (as of July 1) - 2015 - Male; Total - 56
est72015sex2_age56,Population Estimate (as of July 1) - 2015 - Female; Total - 56
est72016sex0_age56,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 56
est72016sex1_age56,Population Estimate (as of July 1) - 2016 - Male; Total - 56
est72016sex2_age56,Population Estimate (as of July 1) - 2016 - Female; Total - 56
est72017sex0_age56,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 56
est72017sex1_age56,Population Estimate (as of July 1) - 2017 - Male; Total - 56
est72017sex2_age56,Population Estimate (as of July 1) - 2017 - Female; Total - 56
est72018sex0_age56,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 56
est72018sex1_age56,Population Estimate (as of July 1) - 2018 - Male; Total - 56
est72018sex2_age56,Population Estimate (as of July 1) - 2018 - Female; Total - 56
cen42010sex0_age57,"April 1, 2010 - Census - Both Sexes; Total - 57"
cen42010sex1_age57,"April 1, 2010 - Census - Male; Total - 57"
cen42010sex2_age57,"April 1, 2010 - Census - Female; Total - 57"
est42010sex0_age57,"April 1, 2010 - Estimates Base - Both Sexes; Total - 57"
est42010sex1_age57,"April 1, 2010 - Estimates Base - Male; Total - 57"
est42010sex2_age57,"April 1, 2010 - Estimates Base - Female; Total - 57"
est72010sex0_age57,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 57
est72010sex1_age57,Population Estimate (as of July 1) - 2010 - Male; Total - 57
est72010sex2_age57,Population Estimate (as of July 1) - 2010 - Female; Total - 57
est72011sex0_age57,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 57
est72011sex1_age57,Population Estimate (as of July 1) - 2011 - Male; Total - 57
est72011sex2_age57,Population Estimate (as of July 1) - 2011 - Female; Total - 57
est72012sex0_age57,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 57
est72012sex1_age57,Population Estimate (as of July 1) - 2012 - Male; Total - 57
est72012sex2_age57,Population Estimate (as of July 1) - 2012 - Female; Total - 57
est72013sex0_age57,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 57
est72013sex1_age57,Population Estimate (as of July 1) - 2013 - Male; Total - 57
est72013sex2_age57,Population Estimate (as of July 1) - 2013 - Female; Total - 57
est72014sex0_age57,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 57
est72014sex1_age57,Population Estimate (as of July 1) - 2014 - Male; Total - 57
est72014sex2_age57,Population Estimate (as of July 1) - 2014 - Female; Total - 57
est72015sex0_age57,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 57
est72015sex1_age57,Population Estimate (as of July 1) - 2015 - Male; Total - 57
est72015sex2_age57,Population Estimate (as of July 1) - 2015 - Female; Total - 57
est72016sex0_age57,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 57
est72016sex1_age57,Population Estimate (as of July 1) - 2016 - Male; Total - 57
est72016sex2_age57,Population Estimate (as of July 1) - 2016 - Female; Total - 57
est72017sex0_age57,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 57
est72017sex1_age57,Population Estimate (as of July 1) - 2017 - Male; Total - 57
est72017sex2_age57,Population Estimate (as of July 1) - 2017 - Female; Total - 57
est72018sex0_age57,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 57
est72018sex1_age57,Population Estimate (as of July 1) - 2018 - Male; Total - 57
est72018sex2_age57,Population Estimate (as of July 1) - 2018 - Female; Total - 57
cen42010sex0_age58,"April 1, 2010 - Census - Both Sexes; Total - 58"
cen42010sex1_age58,"April 1, 2010 - Census - Male; Total - 58"
cen42010sex2_age58,"April 1, 2010 - Census - Female; Total - 58"
est42010sex0_age58,"April 1, 2010 - Estimates Base - Both Sexes; Total - 58"
est42010sex1_age58,"April 1, 2010 - Estimates Base - Male; Total - 58"
est42010sex2_age58,"April 1, 2010 - Estimates Base - Female; Total - 58"
est72010sex0_age58,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 58
est72010sex1_age58,Population Estimate (as of July 1) - 2010 - Male; Total - 58
est72010sex2_age58,Population Estimate (as of July 1) - 2010 - Female; Total - 58
est72011sex0_age58,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 58
est72011sex1_age58,Population Estimate (as of July 1) - 2011 - Male; Total - 58
est72011sex2_age58,Population Estimate (as of July 1) - 2011 - Female; Total - 58
est72012sex0_age58,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 58
est72012sex1_age58,Population Estimate (as of July 1) - 2012 - Male; Total - 58
est72012sex2_age58,Population Estimate (as of July 1) - 2012 - Female; Total - 58
est72013sex0_age58,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 58
est72013sex1_age58,Population Estimate (as of July 1) - 2013 - Male; Total - 58
est72013sex2_age58,Population Estimate (as of July 1) - 2013 - Female; Total - 58
est72014sex0_age58,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 58
est72014sex1_age58,Population Estimate (as of July 1) - 2014 - Male; Total - 58
est72014sex2_age58,Population Estimate (as of July 1) - 2014 - Female; Total - 58
est72015sex0_age58,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 58
est72015sex1_age58,Population Estimate (as of July 1) - 2015 - Male; Total - 58
est72015sex2_age58,Population Estimate (as of July 1) - 2015 - Female; Total - 58
est72016sex0_age58,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 58
est72016sex1_age58,Population Estimate (as of July 1) - 2016 - Male; Total - 58
est72016sex2_age58,Population Estimate (as of July 1) - 2016 - Female; Total - 58
est72017sex0_age58,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 58
est72017sex1_age58,Population Estimate (as of July 1) - 2017 - Male; Total - 58
est72017sex2_age58,Population Estimate (as of July 1) - 2017 - Female; Total - 58
est72018sex0_age58,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 58
est72018sex1_age58,Population Estimate (as of July 1) - 2018 - Male; Total - 58
est72018sex2_age58,Population Estimate (as of July 1) - 2018 - Female; Total - 58
cen42010sex0_age59,"April 1, 2010 - Census - Both Sexes; Total - 59"
cen42010sex1_age59,"April 1, 2010 - Census - Male; Total - 59"
cen42010sex2_age59,"April 1, 2010 - Census - Female; Total - 59"
est42010sex0_age59,"April 1, 2010 - Estimates Base - Both Sexes; Total - 59"
est42010sex1_age59,"April 1, 2010 - Estimates Base - Male; Total - 59"
est42010sex2_age59,"April 1, 2010 - Estimates Base - Female; Total - 59"
est72010sex0_age59,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 59
est72010sex1_age59,Population Estimate (as of July 1) - 2010 - Male; Total - 59
est72010sex2_age59,Population Estimate (as of July 1) - 2010 - Female; Total - 59
est72011sex0_age59,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 59
est72011sex1_age59,Population Estimate (as of July 1) - 2011 - Male; Total - 59
est72011sex2_age59,Population Estimate (as of July 1) - 2011 - Female; Total - 59
est72012sex0_age59,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 59
est72012sex1_age59,Population Estimate (as of July 1) - 2012 - Male; Total - 59
est72012sex2_age59,Population Estimate (as of July 1) - 2012 - Female; Total - 59
est72013sex0_age59,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 59
est72013sex1_age59,Population Estimate (as of July 1) - 2013 - Male; Total - 59
est72013sex2_age59,Population Estimate (as of July 1) - 2013 - Female; Total - 59
est72014sex0_age59,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 59
est72014sex1_age59,Population Estimate (as of July 1) - 2014 - Male; Total - 59
est72014sex2_age59,Population Estimate (as of July 1) - 2014 - Female; Total - 59
est72015sex0_age59,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 59
est72015sex1_age59,Population Estimate (as of July 1) - 2015 - Male; Total - 59
est72015sex2_age59,Population Estimate (as of July 1) - 2015 - Female; Total - 59
est72016sex0_age59,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 59
est72016sex1_age59,Population Estimate (as of July 1) - 2016 - Male; Total - 59
est72016sex2_age59,Population Estimate (as of July 1) - 2016 - Female; Total - 59
est72017sex0_age59,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 59
est72017sex1_age59,Population Estimate (as of July 1) - 2017 - Male; Total - 59
est72017sex2_age59,Population Estimate (as of July 1) - 2017 - Female; Total - 59
est72018sex0_age59,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 59
est72018sex1_age59,Population Estimate (as of July 1) - 2018 - Male; Total - 59
est72018sex2_age59,Population Estimate (as of July 1) - 2018 - Female; Total - 59
cen42010sex0_age60,"April 1, 2010 - Census - Both Sexes; Total - 60"
cen42010sex1_age60,"April 1, 2010 - Census - Male; Total - 60"
cen42010sex2_age60,"April 1, 2010 - Census - Female; Total - 60"
est42010sex0_age60,"April 1, 2010 - Estimates Base - Both Sexes; Total - 60"
est42010sex1_age60,"April 1, 2010 - Estimates Base - Male; Total - 60"
est42010sex2_age60,"April 1, 2010 - Estimates Base - Female; Total - 60"
est72010sex0_age60,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 60
est72010sex1_age60,Population Estimate (as of July 1) - 2010 - Male; Total - 60
est72010sex2_age60,Population Estimate (as of July 1) - 2010 - Female; Total - 60
est72011sex0_age60,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 60
est72011sex1_age60,Population Estimate (as of July 1) - 2011 - Male; Total - 60
est72011sex2_age60,Population Estimate (as of July 1) - 2011 - Female; Total - 60
est72012sex0_age60,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 60
est72012sex1_age60,Population Estimate (as of July 1) - 2012 - Male; Total - 60
est72012sex2_age60,Population Estimate (as of July 1) - 2012 - Female; Total - 60
est72013sex0_age60,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 60
est72013sex1_age60,Population Estimate (as of July 1) - 2013 - Male; Total - 60
est72013sex2_age60,Population Estimate (as of July 1) - 2013 - Female; Total - 60
est72014sex0_age60,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 60
est72014sex1_age60,Population Estimate (as of July 1) - 2014 - Male; Total - 60
est72014sex2_age60,Population Estimate (as of July 1) - 2014 - Female; Total - 60
est72015sex0_age60,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 60
est72015sex1_age60,Population Estimate (as of July 1) - 2015 - Male; Total - 60
est72015sex2_age60,Population Estimate (as of July 1) - 2015 - Female; Total - 60
est72016sex0_age60,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 60
est72016sex1_age60,Population Estimate (as of July 1) - 2016 - Male; Total - 60
est72016sex2_age60,Population Estimate (as of July 1) - 2016 - Female; Total - 60
est72017sex0_age60,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 60
est72017sex1_age60,Population Estimate (as of July 1) - 2017 - Male; Total - 60
est72017sex2_age60,Population Estimate (as of July 1) - 2017 - Female; Total - 60
est72018sex0_age60,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 60
est72018sex1_age60,Population Estimate (as of July 1) - 2018 - Male; Total - 60
est72018sex2_age60,Population Estimate (as of July 1) - 2018 - Female; Total - 60
cen42010sex0_age61,"April 1, 2010 - Census - Both Sexes; Total - 61"
cen42010sex1_age61,"April 1, 2010 - Census - Male; Total - 61"
cen42010sex2_age61,"April 1, 2010 - Census - Female; Total - 61"
est42010sex0_age61,"April 1, 2010 - Estimates Base - Both Sexes; Total - 61"
est42010sex1_age61,"April 1, 2010 - Estimates Base - Male; Total - 61"
est42010sex2_age61,"April 1, 2010 - Estimates Base - Female; Total - 61"
est72010sex0_age61,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 61
est72010sex1_age61,Population Estimate (as of July 1) - 2010 - Male; Total - 61
est72010sex2_age61,Population Estimate (as of July 1) - 2010 - Female; Total - 61
est72011sex0_age61,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 61
est72011sex1_age61,Population Estimate (as of July 1) - 2011 - Male; Total - 61
